Unnamed: 0,Player,height,weight,collage,born,birth_city,birth_state,salary
327,Ed Earle,190.0,86.0,Loyola University of Chicago,1927.0,,,207014.0
328,Ray Felix,211.0,99.0,Long Island University,1930.0,New York,New York,176842.0
329,Jim Fritsche,203.0,95.0,Hamline University,1931.0,,,170918.0
330,Jack George,188.0,86.0,La Salle University,1928.0,Swissvale,Pennsylvania,32434.0
331,Bato Govedarica,180.0,83.0,DePaul University,1928.0,,,154956.0
332,Norm Grekin,196.0,81.0,La Salle University,1930.0,Philadelphia,Pennsylvania,215055.0
333,Rollen Hans,188.0,95.0,Long Island University,1931.0,,,192506.0
334,Bob Houbregs*,201.0,95.0,University of Washington,1932.0,Vancouver,Canada,231094.0
335,Billy Kenville,188.0,84.0,St. Bonaventure University,1930.0,Elmhurst,New York,72147.0
336,Dick Knostman,198.0,97.0,Kansas State University,1931.0,Wamego,Kansas,114741.0
337,Clyde Lovellette*,206.0,106.0,University of Kansas,1929.0,Petersburg,Indiana,21067.0
338,Jim Luisi,188.0,81.0,St. Francis College,1928.0,,,77183.0
339,Jack Molinas,198.0,90.0,Columbia University,1931.0,New York,New York,117468.0
340,Jim Neal,211.0,106.0,Wofford College,1930.0,,,46207.0
341,Paul Nolen,211.0,106.0,Texas Tech University,1929.0,,,164452.0
342,Bob Peterson,196.0,95.0,University of Oregon,1932.0,San Mateo,California,228033.0
343,James Phelan,196.0,88.0,DePaul University,1925.0,Chicago,Illinois,53757.0
344,Connie Rea,190.0,79.0,Centenary College of Louisiana,1935.0,,,119091.0
345,Frank Reddout,196.0,88.0,Syracuse University,1935.0,,,183415.0
346,Al Roges,193.0,88.0,Long Island University,1930.0,,,66111.0
347,Ed Smith,198.0,81.0,Harvard University,1929.0,West Jefferson,Ohio,146862.0
348,Joe Smyth,190.0,97.0,Niagara University,1929.0,,,217554.0
349,Don Sunderlage,185.0,81.0,University of Illinois at Urbana-Champaign,1929.0,Roselle,Illinois,224980.0
350,Norm Swanson,198.0,95.0,University of Detroit Mercy,1930.0,Chicago,Illinois,123996.0
351,Hal Uplinger,193.0,83.0,Long Island University,1929.0,,,82061.0
352,Isaac Walthour,180.0,73.0,,1930.0,New York City,New York,161957.0
353,George Yardley*,196.0,86.0,Stanford University,1928.0,Hollywood,California,47670.0
354,Don Anielak,201.0,86.0,Missouri State University,1930.0,,,149952.0
355,Tom Brennan,190.0,88.0,Villanova University,1930.0,,,122836.0
356,Bob Carney,190.0,77.0,Bradley University,1932.0,,,24742.0
357,Fred Christ,193.0,95.0,Fordham University,1930.0,,,31780.0
358,Bert Cook,190.0,83.0,Utah State University,1929.0,,,230617.0
359,Larry Costello,185.0,84.0,Niagara University,1931.0,Minoa,New York,78374.0
360,George Dempsey,188.0,86.0,King's College,1929.0,Philadelphia,Pennsylvania,81652.0
361,Fred Diute,190.0,95.0,St. Bonaventure University,1929.0,,,203733.0
362,Dick Farley,193.0,86.0,Indiana University,1932.0,,,43510.0
363,Chuck Grigsby,196.0,86.0,University of Dayton,1928.0,Dayton,Ohio,179211.0
364,Herm Hedderick,196.0,77.0,Canisius College,1930.0,Erie,Pennsylvania,176285.0
365,Ed Kalafat,198.0,111.0,University of Minnesota,1932.0,,,185355.0
366,Mike Kearns,188.0,80.0,Princeton University,1929.0,Trenton,New Jersey,77335.0
367,Red Kerr,206.0,104.0,University of Illinois at Urbana-Champaign,1932.0,Chicago,Illinois,231227.0
368,Dan King,198.0,99.0,Western Kentucky University,1931.0,,,50021.0
369,Bob Knight,188.0,83.0,,1929.0,,,38998.0
370,Ronnie MacGilvray,188.0,83.0,St. John's University,1930.0,,,32442.0
371,Tom Marshall,193.0,97.0,Western Kentucky University,1931.0,,,191184.0
372,Phil Martin,190.0,86.0,University of Toledo,1928.0,,,84840.0
373,Ken McBride,190.0,86.0,University of Maryland Eastern Shore,1928.0,,,147082.0
374,Carl McNulty,190.0,83.0,Purdue University,1930.0,,,176474.0
375,Jackie Moore,196.0,81.0,La Salle University,1932.0,Philadelphia,Pennsylvania,174313.0
376,Red Morrison,203.0,99.0,University of Idaho,1932.0,,,72824.0
377,Boris Nachamkin,198.0,95.0,New York University,1933.0,,,144874.0
378,Togo Palazzi,193.0,92.0,College of the Holy Cross,1932.0,Union City,New Jersey,77296.0
379,Bob Pettit*,206.0,92.0,Louisiana State University,1932.0,Baton Rouge,Louisiana,40557.0
380,Frank Ramsey*,190.0,86.0,University of Kentucky,1931.0,Corydon,Kentucky,27688.0
381,Dick Rosenthal,196.0,92.0,University of Notre Dame,1930.0,,,114150.0
382,Frank Selvy,190.0,81.0,Furman University,1932.0,Corbin,Kentucky,245087.0
383,Gene Shue,188.0,77.0,University of Maryland,1931.0,Baltimore,Maryland,143384.0
384,Art Spoelstra,206.0,99.0,Western Kentucky University,1932.0,,,194777.0
385,Jim Tucker,201.0,83.0,Duquesne University,1932.0,Paris,Kentucky,80042.0
386,Jack Turner,193.0,77.0,Western Kentucky University,1930.0,Bedford,Indiana,46497.0
387,Bobby Watson,183.0,72.0,University of Kentucky,1930.0,Central City,Kentucky,19139.0
388,Skippy Whitaker,185.0,81.0,University of Kentucky,1930.0,,,23698.0
389,Jesse Arnelle,196.0,99.0,Pennsylvania State University,1933.0,New Rochelle,New York,197511.0
390,Dick Atha,188.0,86.0,Indiana State University,1931.0,Otterbein,Indiana,91541.0
391,Don Bielke,201.0,108.0,Valparaiso University,1931.0,,,142727.0
392,Ed Conlin,196.0,90.0,Fordham University,1933.0,,,42275.0
393,Red Davis,201.0,99.0,St. John's University,1932.0,,,75519.0
394,Corky Devlin,196.0,88.0,George Washington University,1931.0,,,232570.0
395,Walter Dukes,213.0,99.0,Seton Hall University,1930.0,Rochester,New York,219712.0
396,Ron Feiereisel,190.0,83.0,DePaul University,1931.0,,,84971.0
397,Al Ferrari,193.0,86.0,Michigan State University,1933.0,New York,New York,149177.0
398,Ed Fleming,190.0,85.0,Niagara University,1933.0,,,223804.0
399,Dick Garmaker,190.0,90.0,University of Minnesota,1932.0,Hibbing,Minnesota,26844.0
400,Tom Gola*,198.0,92.0,La Salle University,1933.0,Philadelphia,Pennsylvania,156028.0
401,Chris Harris,190.0,86.0,University of Dayton,1933.0,Southampton,United Kingdom,191621.0
402,Dick Hemric,198.0,99.0,Wake Forest University,1933.0,Jonesville,North Carolina,182449.0
403,Larry Hennessy,190.0,83.0,Villanova University,1929.0,,,128043.0
404,Johnny Horan,203.0,86.0,University of Dayton,1932.0,,,158048.0
405,Jim Loscutoff,196.0,99.0,University of Oregon,1930.0,San Francisco,California,218706.0
406,Chuck Mencel,183.0,76.0,University of Minnesota,1933.0,Phillips,Wisconsin,131433.0
407,Chuck Noble,193.0,86.0,University of Louisville,1931.0,,,108778.0
408,Med Park,188.0,92.0,University of Missouri,1933.0,Britton,South Dakota,130501.0
409,Richie Regan,188.0,81.0,Seton Hall University,1930.0,Newark,New Jersey,223378.0
410,Dick Ricketts,201.0,97.0,Duquesne University,1933.0,Pottstown,Pennsylvania,181185.0
411,Bob Santini,196.0,86.0,Iona College,1935.0,Bronx,New York,131840.0
412,Bob Schafer,190.0,88.0,Villanova University,1935.0,,,106058.0
413,Kenny Sears,206.0,89.0,Santa Clara University,1933.0,Watsonville,California,162912.0
414,Jack Stephens,190.0,83.0,University of Notre Dame,1933.0,,,226838.0
415,Maurice Stokes*,201.0,105.0,Saint Francis University,1933.0,Pittsburgh,Pennsylvania,158350.0
416,Jack Twyman*,198.0,95.0,University of Cincinnati,1934.0,Pittsburgh,Pennsylvania,139421.0
417,Bob Williams,198.0,104.0,Florida Agricultural and Mechanical University,1931.0,,,246114.0
418,Forest Able,190.0,81.0,Western Kentucky University,1932.0,,,217590.0
419,Bob Armstrong,203.0,99.0,Michigan State University,1933.0,Detroit,Michigan,51327.0
420,John Barber,198.0,95.0,"California State University, Los Angeles",1927.0,,,176205.0
421,Gary Bergen,203.0,95.0,University of Utah,1932.0,Independence,Missouri,225034.0
422,Al Bianchi,190.0,83.0,Bowling Green State University,1932.0,Long Island City,New York,29045.0
423,Bob Burrow,201.0,103.0,University of Kentucky,1934.0,Malvern,Arkansas,57694.0
424,Si Green,188.0,83.0,Duquesne University,1933.0,New York,New York,138563.0
425,Richie Guerin*,193.0,88.0,Iona College,1932.0,New York,New York,77231.0
426,Cliff Hagan*,193.0,95.0,University of Kentucky,1931.0,Owensboro,Kentucky,207669.0
427,Tom Heinsohn*,201.0,98.0,College of the Holy Cross,1934.0,Union City,New Jersey,193466.0
428,Joe Holup,198.0,97.0,George Washington University,1934.0,,,25233.0
429,Bob Hopkins,203.0,92.0,Grambling State University,1934.0,Jonesboro,Louisiana,82056.0
430,Phil Jordon,208.0,92.0,Whitworth,1933.0,Lakeport,California,86128.0
431,Hal Lear,183.0,73.0,Temple University,1935.0,Philadelphia,Pennsylvania,212753.0
432,Slick Leonard*,190.0,83.0,Indiana University,1932.0,Terre Haute,Indiana,85112.0
433,Johnny McCarthy,185.0,83.0,Canisius College,1934.0,,,248559.0
434,Willie Naulls,198.0,102.0,"University of California, Los Angeles",1934.0,Dallas,Texas,17528.0
435,Jim Paxson,198.0,90.0,University of Dayton,1932.0,Pennville,Indiana,132863.0
436,Dave Piontek,198.0,104.0,Xavier University,1934.0,,,232359.0
437,Jim Ray,185.0,81.0,University of Toledo,1934.0,,,188553.0
438,Bill Russell*,208.0,97.0,University of San Francisco,1934.0,Monroe,Louisiana,97015.0
439,Ron Shavlik,203.0,90.0,North Carolina State University,1933.0,Denver,Colorado,207864.0
440,Ron Sobie,190.0,83.0,DePaul University,1934.0,Chicago,Illinois,41908.0
441,Norm Stewart,196.0,92.0,University of Missouri,1935.0,Leonard,Missouri,147425.0
442,Bill Thieben,201.0,97.0,Hofstra University,1935.0,,,87781.0
443,Lou Tsioropoulos,196.0,86.0,University of Kentucky,1930.0,Lynn,Massachusetts,221046.0
444,Doug Bolstorff,193.0,88.0,University of Minnesota,1931.0,,,221407.0
445,George Brown,198.0,86.0,Wayne State University,1935.0,,,97238.0
446,Dick Duckett,185.0,83.0,St. John's University,1933.0,,,224196.0
447,Pat Dunn,188.0,77.0,Utah State University,1931.0,,,96567.0
448,Bill Ebben,193.0,86.0,University of Detroit Mercy,1935.0,,,178753.0
449,Bo Erias,190.0,99.0,Niagara University,1932.0,Astoria,New York,132772.0
450,Larry Friend,193.0,83.0,University of California,1935.0,Chicago,Illinois,103811.0
451,Hot Rod,193.0,83.0,,1935.0,,,183214.0
452,McCoy Ingram,203.0,95.0,Jackson State University,1931.0,,,92855.0
453,Sam Jones*,193.0,89.0,North Carolina Central University,1933.0,Wilmington,North Carolina,31172.0
454,Jim Krebs,203.0,104.0,Southern Methodist University,1935.0,Webster Groves,Missouri,194292.0
455,Brendan McCann,188.0,80.0,St. Bonaventure University,1935.0,Brooklyn,New York,191434.0
456,Worthy Patterson,188.0,79.0,University of Connecticut,1931.0,New Haven,Connecticut,160421.0
457,Jerry Paulson,188.0,83.0,Manhattan College,1935.0,,,147325.0
458,Ray Radziszewski,196.0,95.0,Saint Joseph's University,1935.0,,,154937.0
459,Lennie Rosenbluth,193.0,86.0,University of North Carolina,1933.0,New York,New York,47522.0
460,Woody Sauldsberry,201.0,99.0,Texas Southern University,1934.0,Winnsboro,Louisiana,144050.0
461,Guy Sparrow,198.0,98.0,University of Detroit Mercy,1932.0,Pontiac,Michigan,57681.0
462,Charlie Tyra,203.0,104.0,University of Louisville,1935.0,Louisville,Kentucky,101572.0
463,Jim Walsh,193.0,88.0,Stanford University,1930.0,San Francisco,California,22207.0
464,Win Wilfong,188.0,83.0,University of Memphis,1933.0,,,214250.0
465,Elgin Baylor*,196.0,102.0,Seattle University,1934.0,Washington,District of Columbia,199272.0
466,Jerry Bird,198.0,95.0,University of Kentucky,1935.0,Corbin,Kentucky,119876.0
467,Bucky Bockhorn,193.0,90.0,University of Dayton,1933.0,Campbell Hill,Illinois,48755.0
468,Pete Brennan,198.0,92.0,University of North Carolina,1936.0,Brooklyn,New York,75702.0
469,Barney Cable,201.0,79.0,Bradley University,1935.0,,,101145.0
470,Archie Dees,203.0,92.0,Indiana University,1936.0,Ethel,Mississippi,213301.0
471,Connie Dierking,206.0,100.0,University of Cincinnati,1936.0,Brooklyn,New York,71856.0
472,Boo Ellis,196.0,83.0,Niagara University,1936.0,,,230824.0
473,Wayne Embry*,203.0,108.0,Miami University,1937.0,Springfield,Ohio,24602.0
474,Mike Farmer,201.0,95.0,University of San Francisco,1936.0,Oklahoma City,Oklahoma,233797.0
475,Dave Gambee,198.0,97.0,Oregon State University,1937.0,Portland,Oregon,56143.0
476,Hal Greer*,188.0,79.0,Marshall University,1936.0,Huntington,West Virginia,119254.0
477,Steve Hamilton,198.0,86.0,Morehead State University,1935.0,Columbia,Kentucky,189711.0
478,Vern Hatton,190.0,88.0,University of Kentucky,1936.0,Owingsville,Kentucky,91912.0
479,Andy Johnson,196.0,97.0,University of Portland,1932.0,Los Angeles,California,189205.0
480,K.C. Jones*,196.0,97.0,,1932.0,,,160434.0
481,Tommy Kearns,180.0,83.0,University of North Carolina,1936.0,New York,New York,63637.0
482,Shellie McMillon,196.0,92.0,Bradley University,1936.0,,,71823.0
483,Jim Palmer,203.0,101.0,University of Dayton,1933.0,Keokee,Virginia,224117.0
484,Jack Parr,206.0,99.0,Kansas State University,1936.0,Louisville,Kentucky,24855.0
485,Hub Reed,206.0,97.0,Oklahoma City University,1936.0,Harrah,Oklahoma,69559.0
486,Guy Rodgers*,183.0,83.0,Temple University,1935.0,Philadelphia,Pennsylvania,88828.0
487,Phil Rollins,188.0,83.0,University of Louisville,1934.0,Wickliffe,Kentucky,162648.0
488,Larry Staverman,201.0,92.0,Thomas More College,1936.0,,,81115.0
489,Bennie Swain,203.0,99.0,Texas Southern University,1933.0,,,121131.0
490,Gary Alcorn,206.0,102.0,"California State University, Fresno",1936.0,,,39572.0
491,Bob Anderegg,190.0,90.0,Michigan State University,1937.0,Monroe,Wisconsin,88493.0
492,Dick Barnett,193.0,86.0,Tennessee State University,1936.0,Gary,Indiana,145097.0
493,Whitey Bell,183.0,81.0,North Carolina State University,1932.0,Monticello,Kentucky,229292.0
494,Wilt Chamberlain*,216.0,124.0,University of Kansas,1936.0,Philadelphia,Pennsylvania,217153.0
495,Bob Ferry,203.0,104.0,Saint Louis University,1937.0,St. Louis,Missouri,154111.0
496,Johnny Green,196.0,90.0,Michigan State University,1933.0,Dayton,Ohio,248271.0
497,Gene Guarilia,196.0,99.0,George Washington University,1937.0,Duryea,Pennsylvania,32273.0
498,Tom Hawkins,196.0,95.0,University of Notre Dame,1936.0,Chicago,Illinois,175469.0
499,Bailey Howell*,201.0,95.0,Mississippi State University,1937.0,Middleton,Tennessee,186045.0
500,Maury King,188.0,88.0,University of Kansas,1935.0,,,201109.0
501,Rudy LaRusso,201.0,99.0,Dartmouth College,1937.0,Brooklyn,New York,64541.0
502,Nick Mantis,190.0,86.0,Northwestern University,1935.0,,,220387.0
503,Cal Ramsey,193.0,90.0,New York University,1937.0,Selma,Alabama,240169.0
504,John Richter,206.0,102.0,North Carolina State University,1937.0,,,239103.0
505,Joe Ruklick,206.0,99.0,Northwestern University,1938.0,Princeton,Illinois,103820.0
506,Bobby Smith,193.0,86.0,West Virginia University,1937.0,,,234526.0
507,Wayne Stevens,190.0,83.0,University of Cincinnati,1936.0,,,166858.0
508,Tony Windis,185.0,72.0,University of Wyoming,1933.0,,,76296.0
509,Al Attles,183.0,79.0,North Carolina Agricultural and Technical State University,1936.0,Newark,New Jersey,245194.0
510,Bob Boozer,203.0,97.0,Kansas State University,1937.0,Omaha,Nebraska,187539.0
511,Dave Budd,198.0,92.0,Wake Forest University,1938.0,Woodbury,New Jersey,146895.0
512,Ralph Davis,193.0,81.0,University of Cincinnati,1938.0,Vanceburg,Kentucky,247586.0
513,Swede Halbrook,221.0,106.0,Oregon State University,1933.0,,,170025.0
514,Darrall Imhoff,208.0,99.0,University of California,1938.0,San Gabriel,California,225167.0
515,Ron Johnson,203.0,97.0,University of Minnesota,1938.0,,,92138.0
516,Howie Jolliff,203.0,97.0,,1938.0,,,156682.0
517,Willie Jones,190.0,83.0,Northwestern University,1936.0,,,107122.0
518,Pickles Kennedy,180.0,81.0,Temple University,1938.0,Philadelphia,Pennsylvania,223538.0
519,Fred LaCour,196.0,95.0,University of San Francisco,1938.0,,,119547.0
520,George Lee,193.0,90.0,University of Michigan,1936.0,,,190945.0
521,Bob McNeill,185.0,77.0,Saint Joseph's University,1938.0,Philadelphia,Pennsylvania,209852.0
522,Jackie Moreland,201.0,97.0,Louisiana Tech University,1938.0,Minden,Louisiana,152499.0
523,Don Ohl,190.0,86.0,University of Illinois at Urbana-Champaign,1936.0,Murphysboro,Illinois,139152.0
524,Joe Roberts,198.0,97.0,Ohio State University,1936.0,,,171198.0
525,Oscar Robertson*,196.0,92.0,University of Cincinnati,1938.0,Charlotte,Tennessee,160207.0
526,Tom Sanders*,198.0,95.0,New York University,1938.0,New York,New York,153576.0
527,Jerry West*,188.0,79.0,West Virginia University,1938.0,Chelyan,West Virginia,218567.0
528,Lenny Wilkens*,185.0,81.0,Providence College,1937.0,Brooklyn,New York,191462.0
529,Stacey Arceneaux,193.0,95.0,Iowa State University,1936.0,,,223818.0
530,Walt Bellamy*,211.0,102.0,Indiana University,1939.0,New Bern,North Carolina,155553.0
531,George Blaney,185.0,79.0,College of the Holy Cross,1939.0,Jersey City,New Jersey,51810.0
532,George Bon,185.0,79.0,,1939.0,,,108048.0
533,Joe Buckhalter,201.0,95.0,Tennessee State University,1937.0,,,181818.0
534,Cleveland Buckner,206.0,95.0,Jackson State University,1938.0,Yazoo City,Mississippi,113478.0
535,Ed Burton,198.0,102.0,Michigan State University,1939.0,,,180336.0
536,Donnie Butcher,188.0,90.0,Pikeville College,1936.0,Williamsport,Kentucky,207049.0
537,Al Butler,188.0,79.0,Niagara University,1938.0,Rochester,New York,70606.0
538,Howie Carl,175.0,72.0,DePaul University,1938.0,Chicago,Illinois,233991.0
539,Jimmy Darrow,178.0,77.0,Bowling Green State University,1937.0,Akron,Ohio,237702.0
540,Johnny Egan,180.0,81.0,Providence College,1939.0,Hartford,Connecticut,208619.0
541,Rich Eichhorst,180.0,81.0,,1939.0,,,47408.0
542,Cleo Hill,185.0,83.0,Winston-Salem State University,1938.0,Newark,New Jersey,100396.0
543,Ron Horn,201.0,99.0,Indiana University,1938.0,Marion,Indiana,46306.0
544,Doug Kistler,206.0,95.0,Duke University,1938.0,,,129972.0
545,York Larese,193.0,83.0,University of North Carolina,1938.0,New York,New York,80317.0
546,Ted Luckenbill,198.0,92.0,University of Houston,1939.0,,,81975.0
547,Whitey Martin,188.0,83.0,St. Bonaventure University,1939.0,,,191123.0
548,Tom Meschery,198.0,97.0,Saint Mary's College of California,1938.0,Harbin Manchuria,China,90710.0
549,Paul Neumann,185.0,79.0,Stanford University,1938.0,,,123751.0
550,Bevo Nordmann,208.0,102.0,Saint Louis University,1939.0,St. Louis,Missouri,156184.0
551,Chuck Osborne,198.0,95.0,Western Kentucky University,1939.0,,,24911.0
552,Gary Phillips,190.0,85.0,University of Houston,1939.0,Quincy,Illinois,153197.0
553,Frank Radovich,203.0,106.0,Indiana University,1938.0,,,225249.0
554,Ray Scott,206.0,97.0,University of Portland,1938.0,Philadelphia,Pennsylvania,121076.0
555,Lee Shaffer,201.0,99.0,University of North Carolina,1939.0,Chicago,Illinois,229627.0
556,Bob Sims,196.0,99.0,Pepperdine University,1938.0,,,74031.0
557,Adrian Smith,185.0,81.0,University of Kentucky,1936.0,Farmington,Kentucky,47722.0
558,Bill Smith,196.0,86.0,Saint Peter's College,1939.0,,,181537.0
559,Sam Stith,188.0,83.0,St. Bonaventure University,1937.0,Greenville County,Virginia,177593.0
560,Horace Walker,190.0,95.0,Michigan State University,1937.0,Chester,Pennsylvania,229482.0
561,Bob Wiesenhahn,193.0,97.0,University of Cincinnati,1938.0,,,101952.0
562,Wayne Yates,203.0,106.0,University of Memphis,1937.0,,,160910.0
563,Dave Zeller,185.0,79.0,Miami University,1939.0,,,179370.0
564,John Barnhill,185.0,81.0,Tennessee State University,1938.0,Sturgis,Kentucky,103099.0
565,Zelmo Beaty*,206.0,102.0,Prairie View A&M University,1939.0,Hillister,Texas,237831.0
566,Bill Bridges,198.0,103.0,University of Kansas,1939.0,Hobbs,New Mexico,138713.0
567,Len Chappell,203.0,108.0,Wake Forest University,1941.0,Portage,Pennsylvania,150818.0
568,Johnny Cox,193.0,81.0,University of Kentucky,1936.0,Neon,Kentucky,26081.0
569,Dave DeBusschere*,198.0,99.0,University of Detroit Mercy,1940.0,Detroit,Michigan,128439.0
570,Terry Dischinger,201.0,85.0,Purdue University,1940.0,Terre Haute,Indiana,171387.0
571,Danny Doyle,203.0,90.0,Belmont Abbey College,1940.0,Long Island City,New York,168111.0
